sep=,
timestamp,seg_bomba_encendida,eventos_encendido_bomba,alertas,protecciones_en_seco,litros_bombeados,litros_entrada,litros_consumidos,seg_pid_activo,seg_pid_auto_llenado,min_cis_cm,max_cis_cm,min_sup_cm,max_sup_cm
2025-11-17T11:37:01,26.226,2,1,1,118.694,0.000,101.774,0.000,0.000,0,140.0,0.0,30.74
