timestamp,seconds_pump_on,liters_pumped,liters_inlet,liters_consumed,alerts,dry_protection_trips,pump_on_events,pid_enabled_seconds,pid_autofill_seconds,min_cis_cm,max_cis_cm,min_sup_cm,max_sup_cm
2025-11-12T01:38:46,42.951,182.535,0.000,103.685,0,0,1,0.000,0.000,132.7,139.96,30.02,33.15
